codigo_da_postagem,texto_da_postagem,texto_do_comentario,link_comentario,nome_portal,sentimento
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Jacaerys não vai passar do segundo ep,https://x.com/mattznil/status/1889836555143094463,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Deveria ter terminado a segunda temporada com essa batalha pra mamis Rhanyra vim com todo o odio e raiva na terceira,https://x.com/roberto_crf/status/1889838956268888272,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,O ep cm 1 cena de luta e muita muita muitas falas vem aí,https://x.com/neveshenrique2/status/1889841378177458598,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Perder o Jace não não tô pronta ainda crlh,https://x.com/a_annalui__/status/1889849037752574309,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,vai começar com a batalha,https://x.com/nandinhaoj/status/1890068903419892070,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Já tô preparando o lencinho,https://x.com/fairyastrologic/status/1895129592215805976,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Jace vai de vala e parece que vai ser só mais uma morte igual o lucerys que morreu sem nem dá tempo de se apegar ao personagem,https://x.com/tisthedan812/status/1890074441574674646,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/euu_pc/status/1890074996795642137,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,mds preciso pelo menos de um beijinho de jacela antes,https://x.com/stheswz/status/1889842223866614090,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,RICARDO,https://x.com/stefanyol_/status/1890087692404408489,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,o último episódio da segunda temporada foi exatamente eles indo pra batalha,https://x.com/tonightmateus/status/1889839640963850603,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,não tô preparada pra ver o Jace indo de base,https://x.com/jaciarasouzar/status/1890116613464342688,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,to nervosa mae,https://x.com/yeux_julia/status/1890111180473266504,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/Almeidream555/status/1890005966571418041,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,A 2ª devia ter TERMINADO nela mas ok né,https://x.com/Tchudyy/status/1889853926104769001,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,1 episódio de batalha 7 episódios da Alicent boiando refletindo 1 episódio do Rhaenyra broxa ataca ou não ataca,https://x.com/MakarMarinho/status/1890058325209084202,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/gubianoh/status/1890040590815100938,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,tão prontos ja to de luto,https://x.com/hsrmurillo/status/1890071452193558728,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,MUAAHAHAHAHA,https://x.com/santsbk/status/1889840680870301794,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/viitoriadantass/status/1890014663477440734,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,vai ficar viúvo logo no início,https://x.com/dipironaboy/status/1889857373147402417,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,ja to ansioso,https://x.com/petrusvox/status/1889851968992190792,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Não sei o motivo da ansiedade já que vocês e outras páginas de HOTD Fizeram questão de detonar a segunda temporada inteira Achei que iriam largar de ver já que não foi essa porcaria toda que vocês falaram,https://x.com/AndradeNeles/status/1899490867016065365,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,confirmado os 3 minutos de tela do jace na próxima temp,https://x.com/lunaaksh/status/1890080469099966913,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/Helok_/status/1890052883435110725,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,ficarei viúva,https://x.com/alineaam_/status/1889844915221438519,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,OMG MY SHAYLA,https://x.com/Yury1864/status/1890004437776945449,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,depois daqui é só para baixo,https://x.com/a_thayrr/status/1890088275903471943,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/afterzsex/status/1889842483548536942,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,deveria ter sido no fim da 2 temporada mas ok,https://x.com/lordestirling/status/1890063602209710413,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Não estou preparada para as mortes,https://x.com/ianca_das_dores/status/1890127201934405638,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,queremos datas,https://x.com/problemreuss/status/1889838830775312557,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,avisa q a chegou,https://x.com/Amancioouu/status/1890133946631090187,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,vai ser 2 episódios no mínimo se for uma adaptação decente da batalha já to chorando portal,https://x.com/redtrack05/status/1890037833844555869,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,mds já vão matar o jace no primeiro ep,https://x.com/dudajacoby/status/1890191241922638118,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Claro já estava filmada ate porque teria sido o final da 2 temporada bando de canalhas,https://x.com/wellisonbss/status/1890108440196046882,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Eu acho q eu morro,https://x.com/Semelhorarpiora/status/1890191266950099348,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Nossa que tenha ação nessa pelo amor de Deus,https://x.com/biazzo_miguel/status/1890486311217205368,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,já vai começar matando o negão tio da rhaenyra,https://x.com/missrepublicana/status/1890058663643304187,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,n quero ver o jace morrendo logo no primeiro episódio,https://x.com/_starluaa/status/1890130516793520401,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,o mínimo né dps de botar a alicent até com coqueluche 10 minutos durante todod os eps da 2 tp,https://x.com/sonato_wxz/status/1890272232435482878,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,pois vai começar com depressão já,https://x.com/katbell117/status/1889841818365575584,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Já tô chorando,https://x.com/LuizCaxias_/status/1889830733688324489,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/TopoGiigiio/status/1890107075939955070,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,So lembro de uma entrevista que a emma fala que o roteiro ta uma bosta,https://x.com/drgkmd/status/1890081396863246447,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Um mix de emoções,https://x.com/_Aegontg/status/1889874041672180174,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,gente já vai começar assim,https://x.com/eilishzudinha/status/1890062377917554882,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Já tô até vendo Jacaerys indo de base no primeiro ep,https://x.com/jvidall_/status/1889859834532810776,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Mdss emoção logo de cara,https://x.com/amelia_bessa/status/1890156127767392287,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,tchau tchau Jace foi bom ter vc enquanto durou,https://x.com/httpgips/status/1890155356720087149,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Depois que eu peguei spoiler de como vai acabar desanimei Muito injusto o que fizeram com a Rhaenyra,https://x.com/ssheithor/status/1890079910422802442,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,mds ansioso,https://x.com/etrnlshne/status/1890005262691684698,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,ja vai começar com a morte de um ali,https://x.com/vinicwsz/status/1890024473941963010,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,morre a única coisa prestavel que a rhaenyra fez,https://x.com/sisiciana/status/1890178348846051397,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,A Rhaenyra tem que participar dessa batalha Essa é a única chance dela se tornar a Rhaenyra do livro ver seu primogênito sendo morto e seu outro filho sumindo,https://x.com/euanandinhaa/status/1889883181203308808,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,meu deus matou,https://x.com/NaluBenevenuto/status/1890176289589575694,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Jesussssssssss,https://x.com/blickbard/status/1889954393312886825,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,MY SHAYLA,https://x.com/__larinhxxx/status/1890127008107278510,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,e a novidade,https://x.com/rickirss/status/1889842615186759701,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,NÃO QUEREMOS,https://x.com/aslantrajano/status/1889995758902157340,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Espero que mudem tudo rhaenyra pegue a syrax e queime tudo,https://x.com/Kaykaybvt/status/1890185882709414328,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Ninguém pediu,https://x.com/Kaykaybvt/status/1890184758103347270,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Ai cara,https://x.com/JacksonFM2018/status/1889831157505904667,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Quero ver a Rhaenyra cruel,https://x.com/paulinh46992919/status/1890099313252192487,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,eles querendo fazer igual House of Cards q odio,https://x.com/faelklore/status/1889840057349185928,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,1ep vai chegar destruindo,https://x.com/_mayzera/status/1890106208708907162,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,A série não teve coragem de adaptar o jace infelizmente não veremos ele como líder da facção negra O coitado vai morrer igual um figurante praticamente sem nenhuma história do personagem kkkkk o torta quente teve mais relevância e tempo de tela que ele kkkk,https://x.com/pastel294294/status/1891020191158452627,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/s_samorinho/status/1889852647110492397,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,já vou começar chorando,https://x.com/cmilevoid/status/1944561809702420623,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Crl o pobre do Jace,https://x.com/biancksc/status/1890182916816400451,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/mathxussz/status/1890049819793858862,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Nossa eu nem lembro como acabou a 2 temporada,https://x.com/ngmligapohaa/status/1889833825305502064,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,se for pra ser ruim igual a segunda já pode engavetar,https://x.com/guifromminas/status/1889849835102281825,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,as migalhas que a HBO solta pra ressuscitar o fandom no final teremos 9 min de batalha e não me surpreenderia se culparem o Jace pelo próprio fim,https://x.com/ph_bentes/status/1890181119095767515,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Desnecessário,https://x.com/AthieneMgl/status/1889834244446589124,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Mds n tô preparado,https://x.com/srstarss/status/1889830148507312454,@PortalHOTD,positivo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Não sei se vou chorar de tristeza ou de raiva de tão ruim que vai ser essa bomba,https://x.com/_gyudae/status/1890084703774150941,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Chorando no primeiro episódio já não e possível cara,https://x.com/lovesainz_/status/1890079970258743363,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Prevista pra quando a estréia,https://x.com/Jeff_19966/status/1889834949911675052,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/Kkaetan0o/status/1890096101073776831,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/Rafaeldm_/status/1889880683256095217,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,O começar deles é sendo no 5º ep e a série acabando no 6º,https://x.com/Hiagolirac/status/1890135945157972320,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,eu não quero,https://x.com/goodboy_evil/status/1890174846837178646,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,o jace morrendo no início do primeiro episódio vai doer,https://x.com/jonasg0is/status/1889838488625041585,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Nem amo,https://x.com/lizzie_rainhaa/status/1890076741206736960,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Avisa que vai ter festa pra morte do Jacaerys,https://x.com/TrueWitchB/status/1890500459548246124,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,meu Jacaerys mds,https://x.com/Evenovs/status/1890075718664802721,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,,https://x.com/Ikauanak/status/1890155104193638564,@PortalHOTD,neutro
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Ai mds não muda esse roteiro pqp se o Jace morrer eu taco fogo na sede desse streaming fodido,https://x.com/DainerysTa7/status/1890109144444850526,@PortalHOTD,negativo
https://x.com/PortalHOTD/status/1889829248619389119,MEU DEUS A 3ª temporada de House of the Dragon vai começar com a Batalha da Goela segundo a chefe de drama da HBO Francesca Orsi,Eu não tô pronto pra isso portal,https://x.com/MicaelJoca/status/1889830323908911272,@PortalHOTD,positivo
